price,rating,cpu_model,generation,perform_tier,ram_storage_in_GB,ram_type,ssd_hdd,cpu_cores,threads,yrs_warranty,op_sys,brand,model_name,gaming_laptop,Gpu,ppi
38990,57.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,143.98085899477965
52500,46.0,Intel Core i5,13,Low,8,DDR4X,512,10,12,1,DOS OS,HP,Others,0,Intel UHD Graphics,111.93520355955211
99990,71.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,512,8,8,1,Windows 11 OS,HP,Omnibook,0,Intel Arc Graphics,242.5880862528841
78499,56.0,AMD Ryzen AI,3,Mid,16,LPDDR5X,512,6,12,1,Windows 11 OS,HP,Omnibook,0,Other Amd,226.98300142590537
137990,74.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,HP,Omnibook,0,Intel Arc Graphics,242.5880862528841
114990,70.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,512,8,8,1,Windows 11 OS,HP,Omnibook,0,Intel Arc Graphics,242.5880862528841
350966,86.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Dell,Others,0,8 GB NVIDIA GeForce RTX 4060,260.2477553670787
69990,53.0,AMD Ryzen AI,3,Mid,16,LPDDR5X,512,6,12,1,Windows 11 OS,HP,Omnibook,0,Other Amd,141.50971698084905
77990,54.0,AMD Ryzen AI,3,Mid,16,LPDDR5X,512,8,16,1,Windows 11 OS,HP,Omnibook,0,Other Amd,141.50971698084905
31990,53.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated UHD,157.3505121487356
87410,56.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Dell,Inspiron,0,Intel Arc Graphics,226.98300142590537
95980,69.0,Intel Core i7,13,High,16,DDR5,1000,14,20,2,Windows 11 OS,Msi,Katana,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
47989,54.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel Graphics,141.21199462911522
42990,52.0,Intel Core i5,12,Low,16,Not_avail,512,10,12,1,Windows 11 OS,Msi,Modern,0,Intel Iris Xe Graphics,157.3505121487356
134990,66.0,AMD Ryzen AI,3,Mid,24,LPDDR5X,1000,8,16,1,Windows 11 OS,Asus,Zenbook,0,AMD Radeon AMD,212.2645754712736
41990,56.0,Intel Core i5,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,Msi,Modern,0,Intel Integrated Iris Xe,141.21199462911522
69999,63.0,AMD Ryzen 5,5,Mid,8,DDR4,512,6,12,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
84907,55.0,Intel Core i7,1,Mid,16,DDR5,512,10,12,1,Windows 11 OS,Dell,Others,0,Intel Graphics,141.50971698084905
44990,50.0,Intel Core i3,13,Low,16,DDR4,512,6,8,1,DOS OS,HP,Others,0,Intel Integrated UHD Graphics,100.45466740469969
47990,55.0,AMD Ryzen 7,7,High,16,DDR4,512,8,16,1,Windows 11 OS,Msi,Modern,0,AMD Radeon,157.3505121487356
39990,57.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Msi,Modern,0,AMD Radeon Graphics,141.21199462911522
61990,66.0,Intel Core i5,12,Mid,16,DDR5,512,8,12,1,Windows 11 OS,Msi,Others,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
39990,55.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Msi,Modern,0,AMD Radeon AMD,157.3505121487356
43999,54.0,AMD Ryzen 5,7,Mid,16,Not_avail,512,6,12,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,157.3505121487356
34454,52.0,AMD Ryzen 5,7,Mid,8,DDR4,512,4,8,1,DOS OS,HP,Others,0,AMD Radeon Graphics,111.93520355955211
80990,61.0,Intel Core i5,13,Low,16,DDR4,1000,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
69900,61.0,Intel Core i5,2,Low,16,DDR4,512,8,12,1,Windows 11 OS,Asus,Tuf,0,Other Nvidia,141.50971698084905
32990,54.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,141.21199462911522
35970,50.0,Intel Core i3,13,Low,512,Not_avail,0,6,8,0,Other OS,Asus,Vivobook,0,Other Gpu,0.0
176990,75.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,212.2645754712736
103999,61.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,141.21199462911522
150990,68.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,212.2645754712736
166990,75.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,242.5880862528841
133990,70.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,1000,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,141.21199462911522
149990,72.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,141.21199462911522
149499,71.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,212.2645754712736
169990,79.0,Intel Core i7,14,High,16,DDR5,1000,20,28,1,Windows 11 OS,Acer,Others,1,8 GB NVIDIA GeForce RTX 4070,188.67962264113208
65990,62.0,Intel Core i5,13,Mid,16,DDR4,1000,8,12,1,Windows 11 OS,Acer,Others,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
94990,60.0,Qualcomm Snapdragon,0,unknown,32,LPDDR5X,1000,10,0,1,Windows 11 OS,Lenovo,Yoga,0,Other Gpu,239.42793493771242
133990,50.0,Apple M4,0,Low,16,Not_avail,512,10,0,1,Mac OS,Apple,Macbook,0,Other Gpu,224.22107288022627
43990,52.0,Intel Core i5,13,Low,8,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Intel Graphics,157.3505121487356
33990,52.0,Intel Core i3,13,Low,8,DDR4,512,6,8,1,Windows 11 OS,Asus,Vivobook,0,Intel Graphics,157.3505121487356
61990,52.0,Intel Core i7,13,Mid,16,Not_avail,512,10,16,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,141.21199462911522
61990,52.0,Intel Core i7,13,Mid,16,Not_avail,512,10,16,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,141.21199462911522
63489,63.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
35790,55.0,Intel Core i3,13,Low,16,DDR4,512,6,8,1,Other Windows OS,HP,Others,0,Intel Integrated UHD Graphics,100.45466740469969
36289,54.0,Intel Core i3,12,Low,16,DDR4,512,6,8,1,Windows 11 OS,Msi,Modern,0,Intel Graphics,157.3505121487356
92000,64.0,Intel Core i5,13,Low,16,DDR5,512,10,12,3,Windows 11 OS,HP,Others,0,Intel Iris Xe Graphics,161.72539083525606
70990,68.0,Intel Core i5,12,Mid,24,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
84990,66.0,Intel Core i7,13,Mid,16,DDR4,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
84990,66.0,Intel Core i7,13,Mid,16,DDR5,512,14,0,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
76490,59.0,Intel Core i5,13,Low,16,LPDDR5X,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Iris Xe Graphics,161.72539083525606
68990,60.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
67990,65.0,Intel Core i5,12,Mid,16,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
109990,53.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,12,12,1,Windows 11 OS,Asus,Zenbook,0,Other Gpu,161.72539083525606
57990,43.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,8,8,1,Windows 11 OS,Asus,Vivobook,0,Other Gpu,141.50971698084905
86990,51.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,8,8,1,Windows 11 OS,Asus,Zenbook,0,Other Gpu,161.72539083525606
67440,53.0,Intel Core i5,13,Low,16,Not_avail,1000,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Graphics,161.72539083525606
39990,55.0,AMD Ryzen 5,7,Mid,16,LPDDR5,512,4,8,1,Windows 11 OS,Asus,Vivobook,0,AMD Radeon AMD,157.3505121487356
64990,53.0,Intel Core i7,13,Mid,16,DDR4,512,10,12,1,Windows 11 OS,Dell,Others,0,Intel UHD Graphics,141.21199462911522
62199,59.0,AMD Ryzen 7,7,High,16,LPDDR5X,512,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,170.23725106942902
244980,84.0,Intel Core Ultra 9,2,High,32,LPDDR5X,1000,16,16,1,Windows 11 OS,Asus,Zenbook,0,Intel Arc Graphics,242.5880862528841
87990,63.0,Intel Core i7,2,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Asus,Others,0,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
101990,66.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,512,8,8,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,161.72539083525606
60990,59.0,Intel Core i7,13,Mid,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Other Intel,141.21199462911522
86990,60.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,512,8,8,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,161.72539083525606
71190,55.0,Intel Core i5,13,Low,16,DDR5,512,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Integrated UHD,176.34034809806556
27990,45.0,Intel Core i3,13,unknown,8,DDR4,256,5,6,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,157.3505121487356
65990,55.0,Intel Core i5,13,Mid,16,LPDDR5X,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Integrated Intel UHD Graphics,161.72539083525606
30990,53.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon Graphics,141.21199462911522
29990,43.0,Intel Core i3,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,Others,Others,0,Other Intel,185.42835130957658
140000,63.0,Intel Core i9,11,High,512,Not_avail,8,0,0,0,Other OS,Lenovo,Thinkpad,0,Other Gpu,0.0
86990,54.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Arc Graphics,141.50971698084905
29989,53.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon Graphics,157.3505121487356
89990,63.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,1000,14,18,1,Windows 11 OS,Asus,Zenbook,0,Intel Arc Graphics,242.5880862528841
424990,98.0,Intel Core Ultra 9,2,High,32,DDR5,2000,24,24,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,188.67962264113208
62890,65.0,Intel Core i7,12,Mid,16,DDR4,512,10,16,2,Windows 11 OS,Msi,Thin,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
50900,57.0,Intel Core i5,13,Low,8,DDR5,512,10,12,1,Windows 11 OS,Dell,Others,0,Other Intel,157.3505121487356
66490,57.0,Intel Core i7,13,High,16,LPDDR5,512,14,20,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,137.68169813014364
35927,53.0,Intel Core i3,13,Low,16,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Other Intel,100.45466740469969
56490,55.0,Intel Core i5,13,Mid,16,LPDDR5,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Integrated Intel UHD Graphics,141.21199462911522
45999,56.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Acer,Aspire,0,Intel UHD Graphics,141.21199462911522
29990,44.0,Intel Core i3,13,unknown,8,DDR4,256,5,6,1,Windows 11 OS,Acer,Aspire,0,Intel UHD Graphics,141.21199462911522
198369,66.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5,512,8,8,1,Windows 11 OS,Dell,Others,0,Intel Arc Graphics,253.45024658387862
140000,73.0,Ultra Core Ultra 7,1,Mid,16,DDR5,1000,16,22,1,Windows 11 OS,HP,Others,0,Other Nvidia,161.72539083525606
147972,73.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,Lenovo,Yoga,0,Intel Arc Graphics,221.9760238693994
74990,59.0,Intel Core i5,12,Low,16,DDR4,512,10,12,1,DOS OS,HP,Others,0,Intel Iris Xe Graphics,157.3505121487356
249111,72.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5,1000,8,8,1,Windows 11 OS,Dell,Others,0,Intel Arc Graphics,253.45024658387862
34990,52.0,Intel Core i3,13,Low,8,DDR4,512,6,8,1,DOS OS,HP,Others,0,Intel Integrated UHD Graphics,100.45466740469969
91413,43.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,10,0,1,Windows 11 OS,Dell,Others,0,Other Gpu,161.72539083525606
34990,47.0,Intel Core i3,12,Low,16,DDR4,512,6,8,1,Windows 11 OS,Dell,15,0,Intel Graphics,100.45466740469969
33711,43.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Dell,Others,0,Intel Graphics,111.93520355955211
118059,62.0,Intel Core i7,13,High,16,LPDDR5,512,14,20,1,Windows 11 OS,Dell,Others,0,6 GB NVIDIA GeForce RTX 3050,215.6338544470081
66999,52.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,157.3505121487356
71999,54.0,Intel Core i5,13,Mid,16,LPDDR5,512,12,16,1,Windows 11 OS,Asus,Vivobook,0,Intel Iris Xe Graphics,141.21199462911522
84999,50.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,8,0,1,Windows 11 OS,HP,Omnibook,0,Other Gpu,188.67962264113206
37450,55.0,Intel Core i3,13,unknown,8,LPDDR5,512,5,6,1,Windows 11 OS,Lenovo,Ideapad,0,Integrated Intel UHD Graphics,141.21199462911522
85301,46.0,Qualcomm Snapdragon,0,unknown,512,Not_avail,0,0,0,0,Other OS,Acer,Swift,0,Other Gpu,0.0
412711,88.0,Intel Core Ultra 9,1,High,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Dell,Others,1,Other Nvidia,188.67962264113208
31813,52.0,Intel Core i3,13,unknown,8,DDR4,512,5,6,1,Windows 11 OS,Acer,Aspire,0,Intel UHD Graphics,141.21199462911522
82763,51.0,Intel Core i5,13,Mid,16,LPDDR5,512,8,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Graphics,141.50971698084905
104994,56.0,Apple M3,0,Low,16,DDR4,256,8,0,1,Mac OS,Apple,Others,0,Other Gpu,224.22107288022627
71799,42.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,8,0,1,Windows 11 OS,Dell,Inspiron,0,Other Gpu,161.72539083525606
173990,55.0,Apple M4,0,Low,16,Not_avail,1000,10,0,1,Mac OS,Apple,Macbook,0,Other Gpu,253.93034607354062
229990,60.0,Apple M4,0,Low,24,Not_avail,512,14,0,1,Mac OS,Apple,Macbook,0,Other Gpu,254.02333658264544
193990,59.0,Apple M4,0,Low,24,Not_avail,1000,10,0,1,Mac OS,Apple,Macbook,0,Other Gpu,253.93034607354062
221990,60.0,Apple M4,0,Low,24,Not_avail,1000,14,0,1,Mac OS,Apple,Macbook,0,Other Gpu,253.93034607354062
49990,61.0,Intel Core i5,11,Low,16,DDR4,512,4,8,1,Windows 11 OS,Acer,15,0,Other Gpu,141.21199462911522
79900,64.0,Ultra Core Ultra 5,1,Low,16,DDR5,512,12,14,1,Windows 11 OS,HP,Others,0,Intel Graphics,161.72539083525606
85273,60.0,AMD Ryzen 7,8,High,16,DDR5,512,8,16,1,Windows 11 OS,Dell,Inspiron,0,AMD Radeon Graphics,161.72539083525606
55000,68.0,AMD Ryzen 5,7,Mid,16,DDR4,1000,6,12,1,Windows 11 OS,Lenovo,Thinkpad,0,AMD Radeon Graphics,157.3505121487356
30850,46.0,Intel Core i3,13,unknown,8,DDR4,512,5,6,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,157.3505121487356
202548,82.0,AMD Ryzen 9,7,High,32,DDR5,1000,16,32,1,Windows 11 OS,Lenovo,Legion,1,Other Nvidia,188.67962264113208
81990,59.0,Intel Core i5,12,Low,16,DDR4,512,10,12,3,Windows 11 OS,Lenovo,Thinkpad,0,Intel Iris Xe Graphics,157.3505121487356
36490,50.0,AMD Ryzen 5,7,Mid,8,Not_avail,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon Graphics,157.3505121487356
36990,47.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Dell,Inspiron,0,Intel Graphics,141.21199462911522
79000,69.0,Intel Core i5,12,Mid,16,DDR4,512,12,16,1,Windows 11 OS,Asus,Vivobook,0,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
68990,39.0,Qualcomm Snapdragon,0,unknown,1000,Not_avail,0,0,0,0,Other OS,Lenovo,Ideapad,0,Other Gpu,0.0
65990,56.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Arc Graphics,141.50971698084905
49990,54.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Msi,Modern,0,Intel Integrated Iris Xe,141.21199462911522
30750,47.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Acer,Aspire,0,Intel UHD Graphics,141.21199462911522
23929,38.0,Intel Celeron,0,unknown,8,Not_avail,256,0,2,1,Windows 11 OS,Lenovo,V15,0,Intel Integrated,141.21199462911522
53480,56.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated Iris Xe,141.21199462911522
96100,64.0,Intel Core i7,1,Mid,16,DDR5,1000,10,12,1,Windows 11 OS,Dell,Others,0,Other Intel,188.67962264113206
75000,57.0,Intel Core i5,13,Mid,16,LPDDR5X,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated UHD,161.72539083525606
81990,69.0,Intel Core i5,13,Mid,16,LPDDR5,512,12,16,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
81990,57.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Lenovo,Thinkpad,0,Intel UHD Graphics,161.72539083525606
56990,66.0,AMD Ryzen 7,7,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
32990,55.0,AMD Ryzen 5,7,Mid,8,DDR4,512,6,12,1,Windows 11 OS,Acer,Aspire,0,AMD Radeon Graphics,139.42450275248007
94990,74.0,AMD Ryzen 7,7,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
119000,55.0,Qualcomm Snapdragon,0,unknown,1000,Not_avail,0,0,0,0,Other OS,Asus,Others,0,Other Gpu,0.0
60400,56.0,Intel Core i3,1,unknown,8,DDR5,512,6,8,1,Windows 11 OS,Dell,Inspiron,0,Other Intel,188.67962264113206
38999,53.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Others,Others,0,Other Intel,141.21199462911522
140990,71.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,1000,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,242.5880862528841
58500,66.0,Intel Core i5,12,Mid,16,DDR4,512,12,16,1,Windows 11 OS,Asus,Vivobook,0,4 GB NVIDIA GeForce RTX 2050,141.50971698084905
64990,68.0,Intel Core i5,12,Mid,16,DDR4,512,12,16,1,Windows 11 OS,Asus,Vivobook,0,4 GB NVIDIA GeForce RTX 3050,141.50971698084905
71990,48.0,Qualcomm Snapdragon,0,unknown,1000,Not_avail,0,0,0,0,Other OS,Asus,Vivobook,0,Other Gpu,0.0
124990,75.0,AMD Ryzen 9,8,High,16,DDR5,1000,8,16,1,Windows 11 OS,Asus,Tuf,1,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
269990,93.0,Intel Core i7,14,High,32,DDR5,2000,20,28,2,Windows 11 OS,Msi,Others,0,8 GB NVIDIA GeForce RTX 4070,177.58082130930077
49990,53.0,AMD Ryzen 5,7,Mid,16,LPDDR5,512,4,8,1,Windows 11 OS,Asus,Vivobook,0,AMD Radeon AMD,141.21199462911522
159900,47.0,Apple M2,0,Low,16,Not_avail,1000,8,0,1,Mac OS,Apple,Macbook,0,Other Gpu,224.50560202046395
49499,51.0,Intel Core i5,12,Low,8,Not_avail,512,10,12,1,Windows 11 OS,HP,Others,0,Other Intel,141.21199462911522
37790,55.0,Intel Core i3,12,Low,16,DDR4,512,6,8,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel UHD Graphics,141.21199462911522
34490,48.0,Intel Core i3,12,Low,8,Not_avail,512,6,8,1,Windows 11 OS,HP,Others,0,Other Intel,141.21199462911522
31990,48.0,Intel Core i3,12,Low,16,LPDDR4X,256,6,8,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD,141.50971698084905
57490,64.0,AMD Ryzen 5,8,Mid,16,DDR5,512,6,12,1,Windows 11 OS,Dell,Inspiron,0,AMD Radeon Graphics,161.72539083525606
70990,61.0,AMD Ryzen 7,8,High,16,DDR5,1000,8,16,1,Windows 11 OS,Dell,Inspiron,0,AMD Radeon Graphics,161.72539083525606
78990,69.0,Intel Core i7,13,Mid,16,DDR5,1000,14,0,2,Windows 11 OS,Others,Others,1,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
109990,47.0,Apple M3,0,Low,16,Not_avail,256,8,0,1,Mac OS,Apple,Macbook,0,Other Gpu,224.50560202046395
47910,60.0,Intel Core i7,12,Mid,16,DDR4,512,10,12,1,Windows 11 OS,Msi,Modern,0,Intel Integrated Iris Xe,141.21199462911522
69989,66.0,Intel Core i5,12,Mid,24,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
66590,70.0,AMD Ryzen 7,7,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
44200,55.0,Intel Core i7,12,Mid,16,Not_avail,512,10,12,1,Windows 11 OS,Msi,Modern,0,Intel Iris Xe Graphics,157.3505121487356
53290,61.0,Intel Core i7,12,Mid,8,DDR4,512,10,12,1,Windows 11 OS,Acer,Others,0,Intel Integrated Iris Xe,157.3505121487356
70990,47.0,Ultra Core Ultra 5,1,Low,16,LPDDR5,512,14,18,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Arc Graphics,141.50971698084905
61900,54.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Iris Xe Graphics,157.3505121487356
169990,80.0,Intel Core i7,14,High,16,DDR5,1000,20,28,1,Windows 11 OS,Acer,Predator,1,8 GB NVIDIA GeForce RTX 4070,188.67962264113208
44999,56.0,Intel Core i5,12,Low,16,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,141.21199462911522
68990,61.0,Intel Core i7,12,Mid,16,DDR4,512,10,16,1,Windows 11 OS,HP,Victus,1,Other Nvidia,141.21199462911522
179990,73.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Lenovo,Yoga,0,Intel Arc Graphics,242.5880862528841
49990,48.0,Intel Core i3,13,Low,8,Not_avail,256,6,8,1,Windows 11 OS,HP,Pavilion,0,Intel Graphics,141.21199462911522
60990,65.0,Intel Core i5,12,Mid,24,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
54990,66.0,AMD Ryzen 7,7,Mid,8,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
54990,52.0,Intel Core i5,13,Mid,16,Not_avail,1000,8,12,1,Windows 11 OS,Msi,Modern,0,Intel Integrated Iris Xe,141.21199462911522
73990,69.0,Intel Core i7,12,High,16,DDR5,512,14,20,1,Windows 11 OS,Asus,Tuf,1,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
76990,65.0,Intel Core i7,12,Mid,16,DDR4,1000,10,16,1,Windows 11 OS,HP,Victus,1,Other Nvidia,141.21199462911522
65500,62.0,Intel Core i5,12,Mid,16,DDR4,1000,8,12,1,Windows 11 OS,HP,Victus,1,Other Nvidia,141.21199462911522
25890,45.0,Intel Core i3,12,Low,8,Not_avail,512,6,8,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD,156.23454684280486
77990,64.0,Ultra Core Ultra 7,1,Mid,16,DDR5,512,16,22,1,Windows 11 OS,HP,Others,0,Other Intel,157.3505121487356
37890,56.0,Intel Core i7,12,Mid,16,LPDDR4,512,10,12,1,Windows 11 OS,Others,Others,0,Intel Integrated Iris Xe,141.21199462911522
23980,41.0,Intel Celeron,0,unknown,8,LPDDR4X,512,0,2,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,111.93520355955211
20490,39.0,Intel Celeron,0,unknown,8,LPDDR4X,256,0,2,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,111.93520355955211
227418,74.0,Qualcomm Snapdragon,0,High,32,LPDDR5X,1000,12,0,1,Windows 11 OS,Dell,Others,0,Other Gpu,253.45024658387862
34580,37.0,Other Intel,0,unknown,8,LPDDR5,128,4,4,1,Chrome OS,HP,Chromebook,0,Intel Integrated UHD,111.93520355955211
70990,63.0,AMD Ryzen 5,8,Mid,16,LPDDR5X,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon,161.72539083525606
20990,33.0,Intel Celeron,0,unknown,8,LPDDR4X,256,0,2,1,Windows 11 OS,Acer,Aspire,0,Other Intel,100.45466740469969
217990,59.0,Qualcomm Snapdragon,0,High,32,LPDDR5X,1000,12,0,1,Windows 11 OS,Others,Surface,0,Other Gpu,266.25609418810996
124990,45.0,Qualcomm Snapdragon,0,High,16,LPDDR5X,256,12,0,1,Windows 11 OS,Others,Surface,0,Other Gpu,199.98791074573595
165990,53.0,Qualcomm Snapdragon,0,High,16,LPDDR5X,1000,12,0,1,Windows 11 OS,Others,Surface,0,Other Gpu,266.25609418810996
120990,50.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,256,10,0,1,Windows 11 OS,Others,Surface,0,Other Gpu,266.25609418810996
