price,rating,cpu_model,generation,perform_tier,ram_storage_in_GB,ram_type,ssd_hdd,cpu_cores,threads,yrs_warranty,op_sys,brand,model_name,gaming_laptop,Gpu,ppi
174990,87.0,Intel Core i9,13,High,32,DDR5,1000,14,20,1,Windows 11 OS,Lenovo,Legion,1,8 GB NVIDIA GeForce RTX 4070,235.8495283014151
48589,64.0,Intel Core i5,12,Mid,8,DDR4,512,8,12,1,Windows 11 OS,Acer,Aspire,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
45990,55.0,Intel Core i3,13,Low,8,LPDDR4X,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated UHD Graphics,161.72539083525606
12990,39.0,Intel Celeron,0,unknown,4,DDR4,128,0,2,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD Graphics,111.14133386075711
48990,62.0,Intel Core i5,11,Low,8,DDR4,512,6,12,1,Windows 11 OS,Asus,Tuf,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
21990,50.0,Intel Core i5,10,Low,8,DDR4,512,4,8,1,Windows 11 OS,Others,Others,0,Other Intel,156.23454684280486
68990,63.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
35990,53.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Msi,Modern,0,Intel Integrated,141.21199462911522
46990,54.0,Intel Core i7,13,High,16,LPDDR5X,512,14,20,1,Windows 11 OS,Others,Others,0,Intel Integrated Iris Xe,141.21199462911522
37555,59.0,AMD Ryzen 5,5,Mid,8,DDR4,512,6,12,1,Windows 11 OS,Dell,Inspiron,0,AMD Radeon Graphics,141.21199462911522
67490,62.0,Intel Core i5,13,Mid,16,DDR4,512,12,16,1,Windows 11 OS,HP,Pavilion,0,Other Intel,141.21199462911522
27999,52.0,Other AMD,7,Low,8,Not_avail,512,4,8,1,Windows 11 OS,Lenovo,V15,0,AMD Radeon Graphics,141.21199462911522
47611,51.0,Intel Core i5,13,Low,8,DDR4,512,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Integrated UHD,141.21199462911522
27999,55.0,Other AMD,7,Low,8,DDR4,512,4,8,1,Windows 11 OS,Lenovo,V15,0,AMD Radeon Graphics,141.21199462911522
69000,66.0,Intel Core i5,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Dell,Others,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
112990,72.0,AMD Ryzen 7,7,High,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
117900,74.0,Intel Core i7,13,High,16,DDR5,1000,16,24,1,Windows 11 OS,Acer,Predator,1,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
87548,64.0,Intel Core i5,13,Mid,16,DDR5,512,14,20,1,Windows 11 OS,Acer,Predator,0,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
33580,55.0,Intel Core i3,13,Low,8,DDR4,512,6,8,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel UHD Graphics,141.21199462911522
41391,54.0,Intel Core i5,13,Low,8,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,141.21199462911522
77949,61.0,Intel Core i5,13,Mid,16,LPDDR5,512,12,16,1,Windows 11 OS,Asus,Vivobook,0,Intel Integrated Iris Xe,211.81799194367284
39990,59.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Msi,Modern,0,AMD Radeon AMD,157.3505121487356
72990,65.0,Intel Core i5,13,Low,16,DDR4,1000,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
36990,52.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Asus,Vivobook,0,AMD Radeon AMD,141.21199462911522
38800,59.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon,141.21199462911522
54527,56.0,Intel Core i5,12,Mid,16,LPDDR5,512,12,16,1,Other Windows OS,Others,Others,0,Intel Integrated Iris Xe,141.21199462911522
58190,65.0,Intel Core i5,12,Mid,8,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,0,Other Nvidia,141.21199462911522
35999,61.0,Intel Core i3,11,Low,8,DDR4,1000,0,4,0,Other OS,HP,Others,0,Other Gpu,0.0
74800,65.0,Intel Core i5,12,Mid,8,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,0,Other Nvidia,141.21199462911522
80990,42.0,Apple M2,0,Low,8,Not_avail,512,8,0,1,Mac OS,Apple,Macbook,0,Other Gpu,224.50560202046395
54990,53.0,Intel Core i5,12,Low,16,LPDDR4X,512,10,12,1,Windows 11 OS,Samsung,Galaxy,0,Intel Integrated Iris Xe,141.21199462911522
28990,50.0,AMD Ryzen 5,5,Mid,8,DDR4,512,6,12,1,Windows 11 OS,HP,Others,0,Other Amd,100.45466740469969
26299,30.0,Qualcomm Snapdragon,0,unknown,128,Not_avail,0,0,0,0,Other OS,Samsung,Galaxy,0,Other Gpu,0.0
35900,54.0,AMD Ryzen 5,5,Mid,8,DDR4,512,6,12,1,Windows 11 OS,HP,Others,0,AMD Radeon Graphics,141.21199462911522
45000,54.0,Intel Core i5,0,unknown,8,DDR4,256,4,8,1,Windows 10 OS,Dell,Others,0,Intel Iris Xe Graphics,157.3505121487356
38990,55.0,Intel Core i5,11,Low,8,LPDDR4X,512,4,8,1,Windows 10 OS,Others,Others,0,Intel Iris Xe Graphics,185.42835130957658
174990,77.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,1000,20,20,1,Windows 11 OS,Acer,Predator,1,Other Nvidia,188.67962264113208
159900,73.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,HP,Others,0,Intel Arc Graphics,242.5880862528841
165900,71.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,HP,Others,0,Intel Arc Graphics,242.5880862528841
114990,62.0,Intel Core Ultra 9,1,High,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
79990,63.0,Intel Core i7,13,Mid,8,DDR5,512,10,16,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 3050,141.50971698084905
143804,69.0,Intel Core i7,13,High,16,Not_avail,1000,14,20,1,Windows 11 OS,Lenovo,Thinkpad,0,Other Nvidia,141.50971698084905
75459,51.0,Ultra Core Ultra 5,1,Low,8,DDR5,512,12,14,1,DOS OS,Lenovo,Thinkpad,0,Other Intel,141.50971698084905
53990,52.0,Intel Core i5,1,Low,8,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Intel Integrated UHD,141.21199462911522
169990,82.0,Ultra Core Ultra 7,2,Mid,16,DDR5,1000,20,20,2,Windows 11 OS,Msi,Others,1,Other Nvidia,188.67962264113208
209990,86.0,Intel Core Ultra 9,2,High,16,DDR5,1000,24,24,2,Windows 11 OS,Msi,Others,1,Other Nvidia,188.67962264113208
25990,44.0,Intel Celeron,0,unknown,8,DDR4,512,0,2,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD Graphics,111.93520355955211
190916,69.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,512,12,14,3,Windows 11 OS,Lenovo,Thinkpad,0,Integrated Intel Graphics,170.23725106942902
102990,73.0,Intel Core i5,14,Mid,16,DDR5,512,10,16,2,Windows 11 OS,Msi,Katana,1,Other Nvidia,141.21199462911522
89316,57.0,Ultra Core Ultra 7,1,Mid,16,Not_avail,512,16,22,1,DOS OS,Lenovo,Thinkpad,0,Integrated Intel Graphics,161.72539083525606
95232,66.0,Ultra Core Ultra 5,1,Low,16,DDR5,512,12,14,1,Windows 11 OS,Lenovo,Thinkpad,0,Integrated Intel Graphics,161.72539083525606
94990,56.0,AMD Ryzen AI,3,Mid,16,Not_avail,512,6,12,1,Windows 11 OS,Asus,Zenbook,0,AMD Radeon Graphics,242.5880862528841
95990,60.0,AMD Ryzen AI,3,Mid,24,LPDDR5X,1000,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,161.72539083525606
74990,54.0,AMD Ryzen AI,3,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Vivobook,0,Other Amd,141.50971698084905
167055,72.0,Ultra Core Ultra 7,1,Mid,32,Not_avail,1000,12,14,1,Windows 11 OS,Lenovo,Thinkpad,0,Integrated Intel Graphics,161.72539083525606
144900,72.0,Intel Core Ultra 9,1,High,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Lenovo,Ideapad,1,6 GB NVIDIA GeForce RTX 4050,150.94369811290565
68918,60.0,AMD Ryzen 7,8,High,16,DDR5,512,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,145.13816771331844
71990,57.0,Intel Core i7,13,Mid,16,DDR4,1000,10,16,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.21199462911522
222990,82.0,Ultra Core Ultra 7,2,Mid,16,DDR5,1000,20,20,2,Windows 11 OS,Msi,Others,1,Other Nvidia,188.67962264113208
272990,95.0,Intel Core Ultra 9,2,High,32,DDR5,1000,24,24,1,Windows 11 OS,HP,Omen,0,Other Nvidia,188.67962264113208
36990,51.0,Intel Core i3,13,Low,8,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
38990,44.0,Intel Core i3,13,Low,8,LPDDR5,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Integrated Intel UHD Graphics,141.21199462911522
49990,60.0,AMD Ryzen 7,5,High,16,DDR4,512,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,141.21199462911522
73300,61.0,Ultra Core Ultra 5,1,Low,16,DDR5,512,12,14,1,DOS OS,Lenovo,Thinkpad,0,Integrated Intel Graphics,161.72539083525606
32880,54.0,Intel Core i3,13,unknown,16,DDR4,512,5,6,1,Windows 11 OS,Acer,15,0,Intel UHD Graphics,141.21199462911522
35500,52.0,Intel Core i3,12,Low,16,DDR4,512,6,8,1,Windows 11 OS,Msi,Modern,0,Intel Integrated UHD,157.3505121487356
78990,56.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
74990,52.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,1000,8,0,1,Windows 11 OS,HP,Omnibook,0,Other Gpu,161.72539083525606
87990,62.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
62990,64.0,AMD Ryzen 5,7,Low,12,DDR5,512,4,8,1,Windows 11 OS,Lenovo,Loq,1,Other Nvidia,141.21199462911522
299990,93.0,Intel Core Ultra 9,2,High,32,DDR5,1000,24,24,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,141.50971698084905
267990,90.0,AMD Ryzen 9,9,High,32,DDR5,2000,16,32,2,Windows 11 OS,Msi,Others,1,Other Nvidia,167.71522012545074
65990,56.0,Intel Core i5,13,Mid,16,DDR5,512,8,12,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.50971698084905
81990,59.0,Intel Core i7,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.50971698084905
174990,84.0,Intel Core Ultra 9,2,Mid,32,LPDDR5,1000,16,16,2,Windows 11 OS,Msi,Prestige,0,6 GB NVIDIA GeForce RTX 4050,283.0194339616981
74990,54.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,8,0,1,Windows 11 OS,Asus,Vivobook,0,AMD Radeon AMD,215.6338544470081
51990,60.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated Iris Xe,141.21199462911522
24890,37.0,Intel Celeron,0,unknown,8,Not_avail,512,0,2,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated UHD,111.93520355955211
42690,61.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon,141.21199462911522
82990,52.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,1000,14,18,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
70990,66.0,AMD Ryzen 7,7,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
56990,59.0,AMD Ryzen 7,7,High,16,DDR4,512,8,16,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,141.21199462911522
89990,61.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
52990,60.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,141.21199462911522
39990,51.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,4,8,1,Windows 11 OS,Asus,Vivobook,0,Other Amd,141.21199462911522
30980,48.0,Intel Core i3,0,unknown,8,DDR4,512,8,8,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel UHD Graphics,141.21199462911522
48990,46.0,Intel Core i5,13,Low,16,Not_avail,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Intel Graphics,157.3505121487356
61490,59.0,Intel Core i5,12,Mid,12,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
54990,52.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated,141.21199462911522
81990,63.0,Ultra Core Ultra 7,1,Mid,16,DDR5,1000,16,22,1,Windows 11 OS,Msi,Others,0,Intel Arc Graphics,141.21199462911522
77000,61.0,Ultra Core Ultra 5,1,Low,16,DDR5,512,12,14,1,DOS OS,Lenovo,Thinkpad,0,Integrated Intel Graphics,161.72539083525606
135990,77.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,242.5880862528841
47990,63.0,AMD Ryzen 5,7,Mid,8,DDR5,512,6,12,1,Windows 11 OS,Lenovo,Thinkbook,0,AMD Radeon Graphics,141.50971698084905
64490,53.0,Intel Core i5,13,Low,16,LPDDR5X,512,10,12,1,Windows 11 OS,HP,Omnibook,0,Intel Iris Xe Graphics,141.50971698084905
148990,65.0,Ultra Core Ultra 7,1,Mid,16,DDR5,1000,16,22,3,Windows 11 OS,Lenovo,Thinkpad,0,Other Nvidia,161.72539083525606
36990,47.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated,141.21199462911522
100000,70.0,Ultra Core Ultra 7,1,Mid,16,DDR5,512,16,22,1,Windows 11 OS,Lenovo,Thinkpad,0,Integrated Intel Graphics,161.72539083525606
87990,65.0,Intel Core i7,13,Mid,16,DDR4,512,10,16,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
102490,64.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,1000,8,8,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
36990,50.0,Intel Core i3,13,Low,8,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel UHD Graphics,157.3505121487356
48299,53.0,Intel Core i5,12,Mid,8,Not_avail,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated UHD Graphics,141.21199462911522
368400,92.0,Intel Core i9,14,High,32,DDR5,1000,24,32,1,Windows 11 OS,Others,Others,1,Other Nvidia,167.71522012545074
49990,51.0,Intel Core i5,13,Low,12,Not_avail,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
38490,54.0,Intel Core i3,13,Low,12,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
259990,93.0,Intel Core Ultra 9,2,High,32,DDR5,1000,24,24,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,188.67962264113208
229990,75.0,AMD Ryzen 9,8,High,16,DDR5,1000,16,32,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,141.50971698084905
379990,95.0,Intel Core Ultra 9,2,High,32,DDR5,2000,24,24,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,188.67962264113208
359990,89.0,Intel Core Ultra 9,2,High,32,LPDDR5X,2000,16,16,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,188.67962264113208
51108,53.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Intel Graphics,157.3505121487356
34200,44.0,Intel Core i3,13,Low,16,Not_avail,512,6,8,1,DOS OS,HP,Others,0,Other Intel,110.29542888376227
68990,38.0,Qualcomm Snapdragon,0,unknown,1000,Not_avail,0,0,0,0,Other OS,Lenovo,Ideapad,0,Other Gpu,0.0
36590,47.0,Intel Core i3,1,unknown,8,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated,141.21199462911522
87890,60.0,Intel Core i7,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Dell,Inspiron,0,Other Intel,157.3505121487356
39990,52.0,Intel Core i3,13,Low,8,DDR4,512,6,8,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel UHD Graphics,141.21199462911522
174990,75.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Asus,Rog,1,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
44990,54.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel Graphics,141.21199462911522
101180,59.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Dell,Inspiron,0,Intel Arc Graphics,226.98300142590537
110990,53.0,AMD Ryzen AI,3,Mid,32,LPDDR5X,1000,8,16,1,Windows 11 OS,Lenovo,Yoga,0,Other Amd,161.72539083525606
86990,46.0,AMD Ryzen AI,3,Mid,24,LPDDR5X,1000,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,161.72539083525606
72990,62.0,Intel Core i7,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Asus,Vivobook,0,Intel Integrated UHD,161.72539083525606
110990,70.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,Asus,Expertbook,0,Other Intel,215.6338544470081
35990,55.0,Intel Core i3,13,Low,8,DDR5,512,6,8,1,Windows 11 OS,Asus,Expertbook,0,Intel Integrated UHD,141.21199462911522
42690,57.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,143.98085899477965
226990,91.0,Ultra Core Ultra 7,2,Mid,32,DDR5,1000,20,20,2,Windows 11 OS,Msi,Others,1,Other Nvidia,188.67962264113208
53000,46.0,Intel Core i5,13,Low,8,DDR4X,512,10,12,1,DOS OS,HP,Others,0,Intel UHD Graphics,111.93520355955211
79999,56.0,AMD Ryzen AI,3,Mid,16,LPDDR5X,512,6,12,1,Windows 11 OS,HP,Omnibook,0,Other Amd,226.98300142590537
138990,74.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,8,8,1,Windows 11 OS,HP,Omnibook,0,Intel Arc Graphics,242.5880862528841
319860,86.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Dell,Others,0,8 GB NVIDIA GeForce RTX 4060,260.2477553670787
70990,53.0,AMD Ryzen AI,3,Mid,16,LPDDR5X,512,6,12,1,Windows 11 OS,HP,Omnibook,0,Other Amd,141.50971698084905
38990,51.0,Intel Core i3,13,Low,8,LPDDR5,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,141.21199462911522
92340,55.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,1000,14,18,1,Windows 11 OS,Dell,Inspiron,0,Intel Graphics,141.50971698084905
139990,66.0,AMD Ryzen AI,3,Mid,24,LPDDR5X,1000,8,16,1,Windows 11 OS,Asus,Zenbook,0,AMD Radeon AMD,212.2645754712736
42990,57.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Msi,Modern,0,AMD Radeon Graphics,141.21199462911522
57486,54.0,Intel Core i5,82,Mid,8,DDR4,512,4,8,1,Windows 10 OS,Asus,Vivobook,0,Other Nvidia,157.3505121487356
90130,55.0,Intel Core i7,1,Mid,16,DDR5,512,10,12,1,Windows 11 OS,Dell,Others,0,Intel Graphics,141.50971698084905
70990,55.0,Intel Core i7,13,Mid,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated Iris Xe,141.21199462911522
45290,50.0,Intel Core i3,13,Low,16,DDR4,512,6,8,1,DOS OS,HP,Others,0,Intel Integrated UHD Graphics,100.45466740469969
23990,,Other AMD,7,Low,256,Not_avail,0,0,0,0,Other OS,HP,Others,0,Other Gpu,0.0
59490,54.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,DOS OS,HP,Others,0,Intel Integrated UHD Graphics,100.45466740469969
35990,54.0,AMD Ryzen 5,7,Mid,8,DDR4,512,6,12,1,Windows 11 OS,Msi,Modern,0,AMD Radeon AMD,157.3505121487356
171990,81.0,Intel Core i7,14,High,32,DDR5,1000,20,28,2,Windows 11 OS,Msi,Others,1,8 GB NVIDIA GeForce RTX 4070,188.67962264113208
34700,52.0,Intel Core i3,12,Low,16,DDR4,512,6,8,1,Windows 11 OS,Msi,Modern,0,Intel Integrated,146.86047800548656
68490,65.0,AMD Ryzen 5,7,Low,24,DDR5,512,4,8,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
38194,52.0,AMD Ryzen 5,7,Mid,8,DDR4,512,4,8,1,DOS OS,HP,Others,0,AMD Radeon Graphics,111.93520355955211
184990,65.0,AMD Ryzen AI,0,unknown,16,LPDDR5X,1000,12,24,1,Windows 11 OS,Asus,Rog,1,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
35590,50.0,Intel Core i3,13,Low,512,Not_avail,0,6,8,0,Other OS,Asus,Vivobook,0,Other Gpu,0.0
30800,50.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Asus,Vivobook,0,Other Amd,141.21199462911522
36990,51.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,4,8,1,Windows 11 OS,Asus,Vivobook,0,Other Amd,141.21199462911522
144990,70.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,212.2645754712736
125990,70.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,242.5880862528841
147499,71.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,212.2645754712736
126999,70.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,1000,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,141.21199462911522
134990,70.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,242.5880862528841
179990,79.0,Intel Core i7,14,High,16,DDR5,1000,20,28,1,Windows 11 OS,Acer,Others,1,8 GB NVIDIA GeForce RTX 4070,188.67962264113208
68999,62.0,Intel Core i5,13,Mid,16,DDR4,1000,8,12,1,Windows 11 OS,Acer,Others,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
87490,66.0,Intel Core i5,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
64490,72.0,Intel Core i5,12,Mid,16,DDR4,1000,12,16,1,Windows 11 OS,Asus,Tuf,1,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
75119,63.0,Intel Core i7,12,Mid,16,DDR4,512,10,16,1,Windows 11 OS,HP,Victus,1,Other Nvidia,141.21199462911522
76499,59.0,Intel Core i5,13,Low,16,LPDDR5X,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Iris Xe Graphics,161.72539083525606
75490,66.0,Intel Core i5,13,Low,16,DDR4,1000,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
73990,68.0,Intel Core i5,12,Mid,24,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
74990,57.0,Intel Core i5,13,Low,16,LPDDR5X,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Iris Xe Graphics,161.72539083525606
116990,53.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,12,12,1,Windows 11 OS,Asus,Zenbook,0,Other Gpu,161.72539083525606
89990,51.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,512,8,8,1,Windows 11 OS,Asus,Zenbook,0,Other Gpu,161.72539083525606
54999,55.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Other Intel,141.21199462911522
26900,43.0,Intel Celeron,0,unknown,8,DDR4,512,0,2,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,141.21199462911522
62990,55.0,Intel Core i5,13,Low,16,DDR5,512,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Integrated UHD,176.34034809806556
89000,60.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,512,8,8,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,161.72539083525606
70990,55.0,Intel Core i5,13,Mid,16,LPDDR5X,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Integrated Intel UHD Graphics,161.72539083525606
67990,63.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
32490,53.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon Graphics,141.21199462911522
25990,43.0,Intel Core i3,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,Others,Others,0,Other Intel,185.42835130957658
32990,45.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Dell,Others,0,Intel Graphics,100.45466740469969
79000,57.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Lenovo,Thinkpad,0,Intel UHD Graphics,161.72539083525606
25700,47.0,Intel Celeron,0,unknown,8,DDR4,512,0,2,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,100.45466740469969
39990,59.0,Intel Core i3,11,Low,16,DDR4,512,0,4,1,Windows 11 OS,Acer,15,0,Intel Graphics,141.21199462911522
49775,56.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated Iris Xe,141.21199462911522
39990,57.0,Intel Core i3,11,Low,16,DDR4,256,0,4,1,Windows 11 OS,Acer,Others,0,Intel Graphics,141.21199462911522
30990,53.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon Graphics,157.3505121487356
