,name,price,rating,processor,cpu_core,ram,ssd,gpu,display,operating_sys,warranty
424,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),"₹1,24,990",75,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
425,Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹70,190",53,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
426,HP Pavilion Plus ‎14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),"₹81,990",69,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16 GB LPDDR5x RAM,1 TB SSD,AMD Radeon 780M Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
427,Lenovo Yoga 7 82YL0099IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹1,00,000",73,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,AMD Radeon Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
428,Lenovo Legion Slim 7 16IRH8 82Y3003WIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,74,990",87,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 3200 x 2000 pixels",Windows 11 OS,1 Year Warranty
429,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹48,589",64,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
430,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",55,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4x RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
431,Ultimus Lite NU14U4INC43BN-SG Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),"₹12,990",39,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,128 GB SSD,Intel Integrated UHD Graphics,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
432,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹48,990",62,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
433,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),"₹21,990",50,10th Gen Intel Core i5 1035G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
434,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹68,990",63,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
435,MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹35,990",53,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
436,Infinix Zerobook 13 ZL513 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹46,990",54,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
437,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),"₹37,555",59,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
438,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹67,490",62,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
439,Lenovo V15 G4 ‎82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹27,999",52,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB  RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
440,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹47,611",51,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
441,Lenovo V15 G3 ‎‎82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹27,999",55,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
442,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹69,000",66,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
443,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,12,990",72,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
444,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,17,900",74,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
445,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹87,548",64,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
446,Asus Vivobook 15 2023 X1504VA-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹33,580",55,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
447,Asus Vivobook 15 2023 X1504VA-NJ523WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹41,391",54,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
448,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹77,949",61,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty
449,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),"₹39,990",59,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
450,HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹72,990",65,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
451,Asus Vivobook Go 15 OLED 2023 E1504FA-LK322WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),"₹36,990",52,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
452,Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹38,800",59,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
453,Infinix Zero Book Series ZL12 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹54,527",56,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
454,HP Victus 15-fa0070TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,190",65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
455,HP 15s-du3614TU Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹35,999",61,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
456,HP Victus 15-fa0165TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,800",65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
457,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),"₹80,990",42,Apple M2,Octa Core,8 GB Unified Memory RAM,512 GB SSD,10-Core GPU,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty
458,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹54,990",53,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
459,HP 255 G8 62Y30PA Laptop (Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),"₹28,990",50,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Vega 8,"15.6 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
460,Samsung Galaxy Book Go Laptop (Snapdragon 7c/ 4GB/ 128GB/ Win11 Home),"₹26,299",30,2nd Gen Qualcomm Snapdragon 7c,4 GB LPDDR4x  RAM,128 GB Hard Disk,Qualcomm Adreno,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
461,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹35,900",54,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
462,Dell Latitude 5420 Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Pro),"₹45,000",54,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
463,Realme Book Slim Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹38,990",55,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB LPDDR4x  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1440 x 2160 pixels",Windows 10 OS,1 Year Warranty
464,Acer Predator Helios Neo16S AI PHN16S-71 Gaming Laptop (Intel Ultra 7 255HX/ 16GB/ 1TB SSD/ Win11/ RTX 5060 8GB Graphics),"₹1,74,990",77,Intel Core Ultra 7 255HX,"20 Cores (8P + 12E), 20 Threads",16 GB LPDDR5X RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
465,HP Spectre x360 14-eu0670TU Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home),"₹1,59,900",73,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,Intel Arc Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
466,HP Spectre x360 14-eu0558TU Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home),"₹1,65,900",71,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,Intel Arc Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
467,Lenovo Yoga Slim 7 14IMH9 83CV00B3IN Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home),"₹1,14,990",62,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5x RAM,1 TB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
468,Acer Nitro Lite NL16-71G NH.D59SI.002 Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11/ 6GB RTX3050),"₹79,990",63,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",8 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
469,Lenovo Thinkpad P16v 21FDS0XB00 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 6GB Graphics),"₹1,43,804",69,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB  RAM,1 TB SSD,6 GB NVIDIA RTX A1000,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
470,Lenovo ThinkPad E16 Gen 2 21MAS01G00 Laptop (Intel Core Ultra 5 125U/ 8GB/ 512GB SSD/ DOS),"₹75,459",51,Intel Core Ultra 5 Processor 125U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",8 GB DDR5 RAM,512 GB SSD,Intel Integrated Graphics,"16 inches, 1920 x 1200 pixels",DOS OS,1 Year Warranty
471,Asus Vivobook 15 X1504VAP-NJ2861WS Laptop (Intel Core 5 120U/ 8GB/ 512GB SSD/ Win11),"₹53,990",52,Intel Core 5 120U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
472,MSI Crosshair 16 HX AI D2XWFKG-068IN Gaming Laptop (Intel Core Ultra 7 255HX / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graphics RTX 5060),"₹1,69,990",82,Intel Core Ultra 7 255HX,"20 Cores (8P + 12E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
473,MSI Crosshair 16 HX AI D2XWGKG-065IN Gaming Laptop (Intel Core Ultra 9 275HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graphics RTX 5070),"₹2,09,990",86,Intel Core Ultra 9 275HX,"24 Cores (8P + 16E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
474,HP 14s-dq3141TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),"₹25,990",44,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
475,Lenovo ThinkPad X13 AI PC 21LWS02T00 Laptop (Intel Core Ultra 7 155U/ 32GB/ 512GB SSD/ Win11 Pro),"₹1,90,916",69,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",32 GB LPDDR5x RAM,512 GB SSD,Integrated Intel Graphics,"13.3 inches, 1920 x 1200 pixels",Windows 11 OS,3 Year Warranty
476,MSI Katana 15 HX B14WEK-438IN Gaming Laptop (14th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 8GB RTX 5050 Graph),"₹1,02,990",73,14th Gen Intel Core i5 14450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 5050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
477,Lenovo ThinkPad E14 Gen 6 ‎21M7S0T100 Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ DOS),"₹89,316",57,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB  RAM,512 GB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",DOS OS,1 Year Warranty
478,Lenovo ThinkPad E14 Gen 6 ‎21M7006BIG Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),"₹95,232",66,Intel Core Ultra 5 Processor 125U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,512 GB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
479,Asus Zenbook 14 UM3406KA-PP240WS Laptop (AMD Ryzen AI 5 340/ 16GB/ 512GB SSD/ Win11 Home),"₹94,990",56,AMD Ryzen AI 5 340,"Hexa Core, 12 Threads",16 GB  RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
480,Lenovo IdeaPad 5 2-in-1 14AKP10 83KT000LIN Laptop (AMD Ryzen AI 7 350/ 24GB RAM/ 1TB SSD/ Win 11),"₹95,990",60,AMD Ryzen AI 7 350,"Octa Core, 16 Threads",24 GB LPDDR5x RAM,1 TB SSD,AMD Integrated,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
481,Asus Vivobook 16 2025 M1607KA-MB134WS Laptop (AMD Ryzen AI 7 350/ 16GB/ 512GB SSD/ Win11),"₹74,990",54,AMD Ryzen AI 7 350,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,Intergrated AMD Radeon Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
482,Lenovo ThinkPad T14 Gen 5 21MLS04600 Laptop (Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11 Pro),"₹1,67,055",72,11th Gen Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",32 GB  RAM,1 TB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
483,Lenovo IdeaPad Pro 5 16IMH9 83D4007UIN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,44,900",72,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 2048 x 1280 pixels",Windows 11 OS,1 Year Warranty
484,Lenovo IdeaPad Slim 3 83KA0048IN Laptop (AMD Ryzen 7 8840HS/ 16GB/ 512GB SSD/ Win11),"₹68,918",60,8th Gen AMD Ryzen 7 8840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,Integrated AMD Graphics,"15.6 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
485,Asus Vivobook 15 X1502VA-BQ1299WS Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹71,990",57,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
486,MSI Vector 16 HX AI A2XWHG-443IN Gaming Laptop (Intel Core Ultra 7 255HX/ 16GB/ 1TB SSD/ Win11/ 12GB RTX 5070 Ti Graph),"₹2,22,990",82,14th Gen Intel Core Ultra 7 255HX,"20 Cores (8P + 12E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 5070 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
487,HP Omen 16 Max 16-ah0190TX Gaming AI Laptop (Intel Core Ultra 9 275HX/ 32GB/ 1TB SSD/ Win11/ 12GB RTX 5070 Ti),"₹2,72,990",95,Intel Core Ultra 9 275HX,"24 Cores (8P + 16E), 24 Threads",32 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 5070 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
488,HP 15-hr0005TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,990",51,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
489,Lenovo IdeaPad Slim 3 82X700G5IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),"₹38,990",44,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
490,Lenovo IdeaPad Slim 3 15ABR8 82XM00MTIN Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win11 Home),"₹49,990",60,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,Integrated AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
491,Lenovo ThinkPad E14 Gen 6 21M7S0T000 Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ DOS),"₹73,300",61,Intel Core Ultra 5 Processor 125U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,512 GB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",DOS OS,1 Year Warranty
492,Acer 15 Aspire 3 A325-53 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹32,880",54,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
493,MSI Modern 14 C12MO-1402IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹35,500",52,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
494,Lenovo Yoga Slim 7 14IMH9 83CV0085IN Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),"₹78,990",56,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
495,HP OmniBook 5 Next Gen AI 14-he0015QU Laptop (Snapdragon X Elite X1-26-100/ 16GB/ 1TB SSD/ Win11),"₹74,990",52,Qualcomm Snapdragon X X1-26-100,Octa Core,16 GB LPDDR5X RAM,1 TB SSD,Qualcomm Adreno GPU,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
496,Lenovo Yoga 7 14IML9 83DJ00FTIN Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11 Home),"₹87,990",62,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
497,Lenovo LOQ ‎15ARP9 83JC00HNIN AI Gaming Laptop (AMD Ryzen 5 7235HS/ 12GB/ 512GB SSD/ Win11/ 4GB RTX 3050A Graph),"₹62,990",64,7th Gen AMD Ryzen 5 7235HS,"Quad Core, 8 Threads",12 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050A,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
